RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
275797,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
323442,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
503177,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
539371,F,BC-B,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
548033,F,BC-B,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
603116,F,OC,OTHERS,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
624231,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
639031,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
657988,F,BC-D,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
697260,F,OC,OTHERS,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
788011,F,BC-D,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
816519,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
826982,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
1010574,F,OC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P2
126854,F,BC-A,AP,B2,"Viswabharathi Medical College, Kurnool",P2
150030,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
156168,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
157288,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
158833,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
162576,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
165040,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
165810,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
166344,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P2
188247,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
198626,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
201287,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
201291,F,BC-E,AP,B2,"Viswabharathi Medical College, Kurnool",P2
224064,M,BC-E,AP,B2,"Viswabharathi Medical College, Kurnool",P2
237724,F,BC-D,AP,B2,"Viswabharathi Medical College, Kurnool",P2
242439,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
252681,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
256743,F,BC-D,AP,B2,"Viswabharathi Medical College, Kurnool",P2
256943,M,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
261226,F,ST,AP,B2,"Viswabharathi Medical College, Kurnool",P2
265006,F,BC-A,AP,B2,"Viswabharathi Medical College, Kurnool",P2
265144,M,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
265799,M,ST,AP,B2,"Viswabharathi Medical College, Kurnool",P2
266299,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
266427,F,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
268159,F,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
269634,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
274978,M,BC-E,AP,B2,"Viswabharathi Medical College, Kurnool",P2
276302,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
277161,M,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
278900,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
278984,M,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
279970,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
280149,M,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
283157,M,BC-A,AP,B2,"Viswabharathi Medical College, Kurnool",P2
284910,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
286976,F,BC-E,AP,B2,"Viswabharathi Medical College, Kurnool",P2
288663,M,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
290629,F,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
294695,M,BC-A,AP,B2,"Viswabharathi Medical College, Kurnool",P2
295872,F,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
296156,M,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
297778,M,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
299146,M,BC-D,AP,B2,"Viswabharathi Medical College, Kurnool",P2
299251,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
299453,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
308820,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
312325,F,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
312630,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
312680,M,BC-E,AP,B2,"Viswabharathi Medical College, Kurnool",P2
312709,M,BC-D,AP,B2,"Viswabharathi Medical College, Kurnool",P2
313255,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P2
313276,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P2
493789,M,OC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
532139,M,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
533305,F,OC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
636411,F,BC-A,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
719534,F,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
745551,F,BC-C,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
807331,M,BC-A,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
846383,M,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
869531,M,OC,OTHERS,NRI,"Viswabharathi Medical College, Kurnool",P2
872763,F,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
905939,M,OC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
914296,M,OC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
1035944,F,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
1139684,F,SC,AP,NRI,"Viswabharathi Medical College, Kurnool",P2
120749,F,BC-D,OTHERS,B1,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
123820,M,OC,OTHERS,B1,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
124825,F,BC-D,AP,B1,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
126658,M,OC,OTHERS,B1,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
146728,F,BC-B,AP,B2,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
165820,F,OC,AP,B2,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
169182,F,OC,AP,B2,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
170157,F,SC,AP,B2,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
799891,F,OC,AP,NRI,"Alluri Seetharama Raju Academy of Medical Sciences, Eluru",P3
71922,M,OC,AP,B1,"Apollo Institute of Medical Sciences and Research, Chittoor",P3
115848,M,OC,OTHERS,B1,"Apollo Institute of Medical Sciences and Research, Chittoor",P3
121145,M,OC,OTHERS,B1,"Apollo Institute of Medical Sciences and Research, Chittoor",P3
128542,F,OBC,OTHERS,B1,"Apollo Institute of Medical Sciences and Research, Chittoor",P3
117513,M,OC,OTHERS,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P3
134078,F,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P3
180120,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
412321,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
419024,F,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
420838,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
423020,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
423044,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
426126,F,BC-B,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
426467,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
430589,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
433318,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
443300,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
443508,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
447226,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
447893,M,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
448291,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
453540,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P3
129007,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
152035,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
158270,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
222553,F,SC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
238350,M,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
251584,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
265239,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
271482,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
333272,M,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
343368,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
345205,F,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
367659,M,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
368058,F,SC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
393869,F,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
430547,M,BC-B,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
509365,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
996323,M,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
1120431,F,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P3
134062,M,BC-D,AP,,"Government Medical College, Eluru",P3
146669,F,BC-B,AP,,"Government Medical College, Eluru",P3
335269,M,OC,AP,NRI,"Government Medical College, Eluru",P3
855935,F,OC,AP,NRI,"Government Medical College, Eluru",P3
353502,M,BC-D,AP,NRI,"Government Medical College, Machilipatnam",P3
478606,F,BC-B,AP,NRI,"Government Medical College, Machilipatnam",P3
458656,M,BC-A,AP,NRI,"Government Medical College, Nandyal",P3
533198,M,ST,AP,NRI,"Government Medical College, Nandyal",P3
695997,F,SC,AP,NRI,"Government Medical College, Nandyal",P3
322179,F,BC-B,AP,NRI,"Government Medical College, Rajamahendravaram",P3
431237,F,SC,AP,NRI,"Government Medical College, Rajamahendravaram",P3
166558,M,BC-E,AP,,"Government Medical College, Vizianagaram",P3
186736,M,BC-E,AP,,"Government Medical College, Vizianagaram",P3
321926,F,OC,AP,NRI,"Government Medical College, Vizianagaram",P3
154155,M,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P3
157799,F,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P3
161242,M,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P3
71954,F,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P3
85723,M,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P3
201319,F,BC-D,AP,B2,"GSL Medical College, Rajamahendravaram",P3
366619,F,OC,AP,NRI,"GSL Medical College, Rajamahendravaram",P3
380175,M,OC,AP,NRI,"GSL Medical College, Rajamahendravaram",P3
402344,M,OC,AP,NRI,"GSL Medical College, Rajamahendravaram",P3
847268,F,OC,OTHERS,NRI,"GSL Medical College, Rajamahendravaram",P3
132444,F,OC,OTHERS,B1,"Katuri Medical College and Hospital, Guntur",P3
141930,M,OC,OTHERS,B1,"Katuri Medical College and Hospital, Guntur",P3
206981,F,OC,AP,B2,"Katuri Medical College and Hospital, Guntur",P3
402200,F,OC,AP,NRI,"Katuri Medical College and Hospital, Guntur",P3
409670,F,OC,AP,NRI,"Katuri Medical College and Hospital, Guntur",P3
613267,M,OC,AP,NRI,"Katuri Medical College and Hospital, Guntur",P3
803514,M,OC,AP,NRI,"Katuri Medical College and Hospital, Guntur",P3
139379,F,OC,OTHERS,B1,"Konaseema Institute of Medical Sciences and Research Foundation , Amalapuram",P3
166176,M,OC,OTHERS,B1,"Konaseema Institute of Medical Sciences and Research Foundation , Amalapuram",P3
169159,M,OC,OTHERS,B1,"Konaseema Institute of Medical Sciences and Research Foundation , Amalapuram",P3
169751,M,OC,OTHERS,B1,"Konaseema Institute of Medical Sciences and Research Foundation , Amalapuram",P3
356910,F,BC-A,AP,NRI,"Konaseema Institute of Medical Sciences and Research Foundation , Amalapuram",P3
146293,M,OC,OTHERS,B1,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
149552,M,OC,OTHERS,B1,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
158224,M,OC,OTHERS,B1,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
214505,M,OC,AP,B2,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
262272,M,OC,AP,B2,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
279959,M,OC,AP,B2,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
285085,M,BC-D,AP,B2,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
971098,F,OC,OTHERS,NRI,"Maharaja Institute of Medical Sciences, Vizianagaram",P3
82862,M,OC,OTHERS,B1,"Narayana Medical College, Nellore",P3
101226,M,OC,OTHERS,B1,"Narayana Medical College, Nellore",P3
102627,F,OC,AP,B2,"Narayana Medical College, Nellore",P3
133720,F,BC-A,AP,B2,"Narayana Medical College, Nellore",P3
162093,M,OC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
231955,M,OC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
327701,F,OC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
331639,M,OC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
346283,M,OC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
357750,F,OC,AP,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
374075,F,BC-E,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
388795,F,OBC,OTHERS,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
396226,M,OC,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
400724,F,BC-E,AP,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
408222,M,OC,AP,B1,"Nimra Institute of Medical Sciences, Vijayawada",P3
505467,M,OC,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
658011,F,SC,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
790531,F,OC,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
813221,F,OC,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
931904,F,BC-A,OTHERS,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
990646,F,BC-E,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
1103056,M,BC-B,AP,NRI,"Nimra Institute of Medical Sciences, Vijayawada",P3
131865,M,OC,OTHERS,B1,"NRI Institute of Medical Sciences, Visakhapatnam",P3
138065,M,OC,OTHERS,B1,"NRI Institute of Medical Sciences, Visakhapatnam",P3
205861,F,OC,AP,B2,"NRI Institute of Medical Sciences, Visakhapatnam",P3
94282,F,OC,OTHERS,B1,"NRI Medical College, Chinnakakani",P3
118346,F,OC,AP,B2,"NRI Medical College, Chinnakakani",P3
631292,F,OC,AP,NRI,"NRI Medical College, Chinnakakani",P3
126331,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P3
128092,M,BC-A,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P3
131395,M,OC,OTHERS,B1,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P3
791665,F,OC,OTHERS,NRI,"P.E.S. Institute of Medical Sciences and Research, Kuppam",P3
143005,F,BC-E,AP,B1,"Santhiram Medical College, Nandyal",P3
155673,M,OC,AP,B1,"Santhiram Medical College, Nandyal",P3
170439,F,BC-B,AP,B2,"Santhiram Medical College, Nandyal",P3
299485,F,OC,AP,B2,"Santhiram Medical College, Nandyal",P3
328900,M,OC,AP,NRI,"Santhiram Medical College, Nandyal",P3
592312,F,OC,AP,NRI,"Santhiram Medical College, Nandyal",P3
169527,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
174279,M,OC,OTHERS,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
175101,F,SC,AP,B1,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
214122,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
228670,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
241794,M,ST,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
314000,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
314051,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
314470,M,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
316067,F,SC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
316301,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
316385,F,OC,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
316692,F,BC-D,AP,B2,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
580069,M,BC-D,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
711258,M,OBC,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
829828,F,BC-C,AP,NRI,"Sri Balaji Medical College Hospital and Research Institute , Renigunta, Tirupati",P3
402888,F,SC,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P3
430855,F,BC-D,AP,NRI,"Sri Padmavathi Medical College for Women, Tirupati (under SVIMS)",P3
173029,F,SC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P3
175520,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P3
175527,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P3
176295,F,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P3
176525,M,OC,OTHERS,B1,"Viswabharathi Medical College, Kurnool",P3
242913,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P3
314048,M,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P3
314059,F,BC-B,AP,B2,"Viswabharathi Medical College, Kurnool",P3
315758,M,SC,AP,B2,"Viswabharathi Medical College, Kurnool",P3
315987,F,OC,AP,B2,"Viswabharathi Medical College, Kurnool",P3
316264,F,BC-D,AP,B2,"Viswabharathi Medical College, Kurnool",P3
339372,M,OC,AP,NRI,"Viswabharathi Medical College, Kurnool",P3
74502,M,OC,AU,,"Government Medical College, Vizianagaram",P4
113383,F,BC-B,AU,,"Government Medical College, Vizianagaram",P4
121997,F,OC,AU,,"Government Medical College, Vizianagaram",P4
122550,F,BC-A,AU,,"Government Medical College, Vizianagaram",P4
138903,F,OC,AU,,"Government Medical College, Vizianagaram",P4
161023,M,SC,AU,,"Government Medical College, Vizianagaram",P4
173069,F,BC-E,AU,,"Government Medical College, Vizianagaram",P4
173968,M,SC,AU,,"Government Medical College, Vizianagaram",P4
180019,M,SC,AU,,"Government Medical College, Vizianagaram",P4
201731,M,SC,AU,,"Government Medical College, Vizianagaram",P4
202155,M,OC,AU,,"Government Medical College, Vizianagaram",P4
213994,F,ST,AU,,"Government Medical College, Vizianagaram",P4
214505,M,OC,AU,,"Government Medical College, Vizianagaram",P4
92981,F,OC,AU,,"Government Medical College, Rajamahendravaram",P4
97170,F,OC,AU,,"Government Medical College, Rajamahendravaram",P4
119500,M,BC-D,AU,,"Government Medical College, Rajamahendravaram",P4
121789,F,OC,AU,,"Government Medical College, Rajamahendravaram",P4
123975,F,BC-B,AU,,"Government Medical College, Rajamahendravaram",P4
130134,F,BC-D,AU,,"Government Medical College, Rajamahendravaram",P4
136624,M,BC-B,AU,,"Government Medical College, Rajamahendravaram",P4
167573,F,OC,AU,,"Government Medical College, Rajamahendravaram",P4
80001,F,OC,AU,,"Government Medical College, Eluru",P4
82430,M,BC-D,AU,,"Government Medical College, Eluru",P4
91228,F,BC-D,AU,,"Government Medical College, Eluru",P4
108483,F,BC-D,AU,,"Government Medical College, Eluru",P4
117663,F,OC,AU,,"Government Medical College, Eluru",P4
131008,F,BC-B,AU,,"Government Medical College, Eluru",P4
132307,M,BC-B,AU,,"Government Medical College, Eluru",P4
136442,F,BC-D,AU,,"Government Medical College, Eluru",P4
144200,F,BC-C,AU,,"Government Medical College, Eluru",P4
150962,F,BC-E,AU,,"Government Medical College, Eluru",P4
155251,M,BC-D,AU,,"Government Medical College, Eluru",P4
165278,M,BC-A,AU,,"Government Medical College, Eluru",P4
165306,M,BC-A,AU,,"Government Medical College, Eluru",P4
